year,month,size,count
2018.0,6.0,2.5<4.5kW,2783
2018.0,6.0,4.5<6.5kW,7126
2018.0,6.0,6.5<9.5kW,3583
2018.0,6.0,9.5<14kW,1105
2018.0,6.0,14<25kW,481
2018.0,6.0,25<=100kW,506
2018.0,7.0,<2.5kW,863
2018.0,7.0,2.5<4.5kW,2883
2018.0,7.0,4.5<6.5kW,7589
2018.0,7.0,6.5<9.5kW,4519
2018.0,7.0,9.5<14kW,1224
2018.0,7.0,14<25kW,437
2018.0,7.0,25<=100kW,414
2018.0,8.0,<2.5kW,901
2018.0,8.0,2.5<4.5kW,3064
2018.0,8.0,4.5<6.5kW,7709
2018.0,8.0,6.5<9.5kW,5472
2018.0,8.0,9.5<14kW,1278
2018.0,8.0,14<25kW,502
2018.0,8.0,25<=100kW,451
2018.0,9.0,<2.5kW,763
2018.0,9.0,2.5<4.5kW,2893
2018.0,9.0,4.5<6.5kW,7284
2018.0,9.0,6.5<9.5kW,6150
2018.0,9.0,9.5<14kW,1173
2018.0,9.0,14<25kW,392
2018.0,9.0,25<=100kW,394
2018.0,10.0,<2.5kW,849
2018.0,10.0,2.5<4.5kW,3262
2018.0,10.0,4.5<6.5kW,8204
2018.0,10.0,6.5<9.5kW,7502
2018.0,10.0,9.5<14kW,1405
2018.0,10.0,14<25kW,426
2018.0,10.0,25<=100kW,471
2018.0,11.0,<2.5kW,939
2018.0,11.0,2.5<4.5kW,3310
2018.0,11.0,4.5<6.5kW,8975
2018.0,11.0,6.5<9.5kW,9059
2018.0,11.0,9.5<14kW,1574
2018.0,11.0,14<25kW,497
2018.0,11.0,25<=100kW,547
2018.0,12.0,<2.5kW,672
2018.0,12.0,2.5<4.5kW,2776
2018.0,12.0,4.5<6.5kW,7229
2018.0,12.0,6.5<9.5kW,8413
2018.0,12.0,9.5<14kW,1751
2018.0,12.0,14<25kW,654
2018.0,12.0,25<=100kW,813
2019.0,1.0,<2.5kW,549
2019.0,1.0,2.5<4.5kW,2662
2019.0,1.0,4.5<6.5kW,6076
2019.0,1.0,6.5<9.5kW,7797
2019.0,1.0,9.5<14kW,999
2019.0,1.0,14<25kW,269
2019.0,1.0,25<=100kW,233
2019.0,2.0,<2.5kW,765
2019.0,2.0,2.5<4.5kW,3012
2019.0,2.0,4.5<6.5kW,7612
2019.0,2.0,6.5<9.5kW,9273
2019.0,2.0,9.5<14kW,1506
2019.0,2.0,14<25kW,386
2019.0,2.0,25<=100kW,372
2019.0,3.0,<2.5kW,685
2019.0,3.0,2.5<4.5kW,3149
2019.0,3.0,4.5<6.5kW,7272
2019.0,3.0,6.5<9.5kW,9799
2019.0,3.0,9.5<14kW,1567
2019.0,3.0,14<25kW,476
2019.0,3.0,25<=100kW,407
2019.0,4.0,<2.5kW,603
2019.0,4.0,2.5<4.5kW,2754
2019.0,4.0,4.5<6.5kW,6430
2019.0,4.0,6.5<9.5kW,8765
2019.0,4.0,9.5<14kW,1505
2019.0,4.0,14<25kW,384
2019.0,4.0,25<=100kW,380
2019.0,5.0,<2.5kW,778
2019.0,5.0,2.5<4.5kW,2815
2019.0,5.0,4.5<6.5kW,6483
2019.0,5.0,6.5<9.5kW,9963
2019.0,5.0,9.5<14kW,1910
2019.0,5.0,14<25kW,533
2019.0,5.0,25<=100kW,543
2019.0,6.0,<2.5kW,761
2019.0,6.0,2.5<4.5kW,2217
2019.0,6.0,4.5<6.5kW,5042
2019.0,6.0,6.5<9.5kW,8282
2019.0,6.0,9.5<14kW,1647
2019.0,6.0,14<25kW,580
2019.0,6.0,25<=100kW,587
2019.0,7.0,<2.5kW,721
2019.0,7.0,2.5<4.5kW,2398
2019.0,7.0,4.5<6.5kW,6130
2019.0,7.0,6.5<9.5kW,10475
2019.0,7.0,9.5<14kW,1871
2019.0,7.0,14<25kW,541
2019.0,7.0,25<=100kW,541
2019.0,8.0,<2.5kW,739
2019.0,8.0,2.5<4.5kW,2605
2019.0,8.0,4.5<6.5kW,6096
2019.0,8.0,6.5<9.5kW,10999
2019.0,8.0,9.5<14kW,1802
2019.0,8.0,14<25kW,504
2019.0,8.0,25<=100kW,555
2019.0,9.0,<2.5kW,678
2019.0,9.0,2.5<4.5kW,2576
2019.0,9.0,4.5<6.5kW,6345
2019.0,9.0,6.5<9.5kW,12039
2019.0,9.0,9.5<14kW,2052
2019.0,9.0,14<25kW,536
2019.0,9.0,25<=100kW,543
2019.0,10.0,<2.5kW,675
2019.0,10.0,2.5<4.5kW,2819
2019.0,10.0,4.5<6.5kW,6635
2019.0,10.0,6.5<9.5kW,14089
2019.0,10.0,9.5<14kW,2381
2019.0,10.0,14<25kW,567
2019.0,10.0,25<=100kW,598
2019.0,11.0,<2.5kW,632
2019.0,11.0,2.5<4.5kW,3181
2019.0,11.0,4.5<6.5kW,6543
2019.0,11.0,6.5<9.5kW,15710
2019.0,11.0,9.5<14kW,2701
2019.0,11.0,14<25kW,619
2019.0,11.0,25<=100kW,672
2019.0,12.0,<2.5kW,505
2019.0,12.0,2.5<4.5kW,2467
2019.0,12.0,4.5<6.5kW,5818
2019.0,12.0,6.5<9.5kW,15831
2019.0,12.0,9.5<14kW,2989
2019.0,12.0,14<25kW,824
2019.0,12.0,25<=100kW,983
2020.0,1.0,<2.5kW,462
2020.0,1.0,2.5<4.5kW,2193
2020.0,1.0,4.5<6.5kW,4834
2020.0,1.0,6.5<9.5kW,13477
2020.0,1.0,9.5<14kW,1900
2020.0,1.0,14<25kW,349
2020.0,1.0,25<=100kW,280
2020.0,2.0,<2.5kW,456
2020.0,2.0,2.5<4.5kW,2847
2020.0,2.0,4.5<6.5kW,5592
2020.0,2.0,6.5<9.5kW,15868
2020.0,2.0,9.5<14kW,2494
2020.0,2.0,14<25kW,494
2020.0,2.0,25<=100kW,445
2020.0,3.0,<2.5kW,641
2020.0,3.0,2.5<4.5kW,3031
2020.0,3.0,4.5<6.5kW,6137
2020.0,3.0,6.5<9.5kW,17298
2020.0,3.0,9.5<14kW,3078
2020.0,3.0,14<25kW,595
2020.0,3.0,25<=100kW,549
2020.0,4.0,<2.5kW,641
2020.0,4.0,2.5<4.5kW,2549
2020.0,4.0,4.5<6.5kW,4802
2020.0,4.0,6.5<9.5kW,14637
2020.0,4.0,9.5<14kW,2899
2020.0,4.0,14<25kW,535
2020.0,4.0,25<=100kW,522
2020.0,5.0,<2.5kW,646
2020.0,5.0,2.5<4.5kW,2884
2020.0,5.0,4.5<6.5kW,4805
2020.0,5.0,6.5<9.5kW,15322
2020.0,5.0,9.5<14kW,3129
2020.0,5.0,14<25kW,606
2020.0,5.0,25<=100kW,557
2020.0,6.0,<2.5kW,651
2020.0,6.0,2.5<4.5kW,2791
2020.0,6.0,4.5<6.5kW,4758
2020.0,6.0,6.5<9.5kW,17014
2020.0,6.0,9.5<14kW,3500
2020.0,6.0,14<25kW,716
2020.0,6.0,25<=100kW,775
2020.0,7.0,<2.5kW,639
2020.0,7.0,2.5<4.5kW,2616
2020.0,7.0,4.5<6.5kW,5331
2020.0,7.0,6.5<9.5kW,19739
2020.0,7.0,9.5<14kW,4109
2020.0,7.0,14<25kW,696
2020.0,7.0,25<=100kW,618
2020.0,8.0,<2.5kW,541
2020.0,8.0,2.5<4.5kW,2097
2020.0,8.0,4.5<6.5kW,3983
2020.0,8.0,6.5<9.5kW,16877
2020.0,8.0,9.5<14kW,3804
2020.0,8.0,14<25kW,664
2020.0,8.0,25<=100kW,509
2020.0,9.0,<2.5kW,583
2020.0,9.0,2.5<4.5kW,2177
2020.0,9.0,4.5<6.5kW,4075
2020.0,9.0,6.5<9.5kW,18637
2020.0,9.0,9.5<14kW,4534
2020.0,9.0,14<25kW,862
2020.0,9.0,25<=100kW,568
2020.0,10.0,<2.5kW,578
2020.0,10.0,2.5<4.5kW,2287
2020.0,10.0,4.5<6.5kW,4158
2020.0,10.0,6.5<9.5kW,19977
2020.0,10.0,9.5<14kW,4655
2020.0,10.0,14<25kW,747
2020.0,10.0,25<=100kW,614
2020.0,11.0,<2.5kW,592
2020.0,11.0,2.5<4.5kW,2409
2020.0,11.0,4.5<6.5kW,5020
2020.0,11.0,6.5<9.5kW,23257
2020.0,11.0,9.5<14kW,5857
2020.0,11.0,14<25kW,876
2020.0,11.0,25<=100kW,744
2020.0,12.0,<2.5kW,527
2020.0,12.0,2.5<4.5kW,2193
2020.0,12.0,4.5<6.5kW,4251
2020.0,12.0,6.5<9.5kW,21364
2020.0,12.0,9.5<14kW,6348
2020.0,12.0,14<25kW,1246
2020.0,12.0,25<=100kW,1129
2021.0,1.0,<2.5kW,351
2021.0,1.0,2.5<4.5kW,1810
2021.0,1.0,4.5<6.5kW,3312
2021.0,1.0,6.5<9.5kW,16798
2021.0,1.0,9.5<14kW,4191
2021.0,1.0,14<25kW,447
2021.0,1.0,25<=100kW,263
2021.0,2.0,<2.5kW,530
2021.0,2.0,2.5<4.5kW,2334
2021.0,2.0,4.5<6.5kW,4312
2021.0,2.0,6.5<9.5kW,20227
2021.0,2.0,9.5<14kW,5724
2021.0,2.0,14<25kW,727
2021.0,2.0,25<=100kW,473
2021.0,3.0,<2.5kW,591
2021.0,3.0,2.5<4.5kW,2617
2021.0,3.0,4.5<6.5kW,4560
2021.0,3.0,6.5<9.5kW,21510
2021.0,3.0,9.5<14kW,6485
2021.0,3.0,14<25kW,844
2021.0,3.0,25<=100kW,588
2021.0,4.0,<2.5kW,503
2021.0,4.0,2.5<4.5kW,2341
2021.0,4.0,4.5<6.5kW,4037
2021.0,4.0,6.5<9.5kW,18483
2021.0,4.0,9.5<14kW,5857
2021.0,4.0,14<25kW,777
2021.0,4.0,25<=100kW,541
2021.0,5.0,<2.5kW,556
2021.0,5.0,2.5<4.5kW,2331
2021.0,5.0,4.5<6.5kW,3528
2021.0,5.0,6.5<9.5kW,16897
2021.0,5.0,9.5<14kW,5559
2021.0,5.0,14<25kW,898
2021.0,5.0,25<=100kW,675
2021.0,6.0,<2.5kW,483
2021.0,6.0,2.5<4.5kW,2320
2021.0,6.0,4.5<6.5kW,3718
2021.0,6.0,6.5<9.5kW,16839
2021.0,6.0,9.5<14kW,5685
2021.0,6.0,14<25kW,956
2021.0,6.0,25<=100kW,792
2021.0,7.0,<2.5kW,478
2021.0,7.0,2.5<4.5kW,1975
2021.0,7.0,4.5<6.5kW,3525
2021.0,7.0,6.5<9.5kW,16318
2021.0,7.0,9.5<14kW,5512
2021.0,7.0,14<25kW,844
2021.0,7.0,25<=100kW,614
2021.0,8.0,<2.5kW,563
2021.0,8.0,2.5<4.5kW,1898
2021.0,8.0,4.5<6.5kW,3291
2021.0,8.0,6.5<9.5kW,16047
2021.0,8.0,9.5<14kW,5606
2021.0,8.0,14<25kW,830
2021.0,8.0,25<=100kW,565
2021.0,9.0,<2.5kW,472
2021.0,9.0,2.5<4.5kW,1862
2021.0,9.0,4.5<6.5kW,3264
2021.0,9.0,6.5<9.5kW,16006
2021.0,9.0,9.5<14kW,6674
2021.0,9.0,14<25kW,890
2021.0,9.0,25<=100kW,569
2021.0,10.0,<2.5kW,448
2021.0,10.0,2.5<4.5kW,1661
2021.0,10.0,4.5<6.5kW,3107
2021.0,10.0,6.5<9.5kW,15458
2021.0,10.0,9.5<14kW,6359
2021.0,10.0,14<25kW,892
2021.0,10.0,25<=100kW,621
2021.0,11.0,<2.5kW,475
2021.0,11.0,2.5<4.5kW,1704
2021.0,11.0,4.5<6.5kW,3667
2021.0,11.0,6.5<9.5kW,16840
2021.0,11.0,9.5<14kW,6837
2021.0,11.0,14<25kW,969
2021.0,11.0,25<=100kW,761
2021.0,12.0,<2.5kW,394
2021.0,12.0,2.5<4.5kW,1538
2021.0,12.0,4.5<6.5kW,3419
2021.0,12.0,6.5<9.5kW,16067
2021.0,12.0,9.5<14kW,7749
2021.0,12.0,14<25kW,1347
2021.0,12.0,25<=100kW,1119
2022.0,1.0,<2.5kW,174
2022.0,1.0,2.5<4.5kW,920
2022.0,1.0,4.5<6.5kW,2144
2022.0,1.0,6.5<9.5kW,9580
2022.0,1.0,9.5<14kW,3539
2022.0,1.0,14<25kW,363
2022.0,1.0,25<=100kW,149
2022.0,2.0,<2.5kW,338
2022.0,2.0,2.5<4.5kW,1324
2022.0,2.0,4.5<6.5kW,2990
2022.0,2.0,6.5<9.5kW,12733
2022.0,2.0,9.5<14kW,5253
2022.0,2.0,14<25kW,646
2022.0,2.0,25<=100kW,286
2022.0,3.0,<2.5kW,364
2022.0,3.0,2.5<4.5kW,1488
2022.0,3.0,4.5<6.5kW,2936
2022.0,3.0,6.5<9.5kW,13322
2022.0,3.0,9.5<14kW,5500
2022.0,3.0,14<25kW,687
2022.0,3.0,25<=100kW,374
2022.0,4.0,<2.5kW,414
2022.0,4.0,2.5<4.5kW,1010
2022.0,4.0,4.5<6.5kW,2181
2022.0,4.0,6.5<9.5kW,9956
2022.0,4.0,9.5<14kW,4462
2022.0,4.0,14<25kW,577
2022.0,4.0,25<=100kW,328
2022.0,5.0,<2.5kW,270
2022.0,5.0,2.5<4.5kW,1110
2022.0,5.0,4.5<6.5kW,2244
2022.0,5.0,6.5<9.5kW,10276
2022.0,5.0,9.5<14kW,4571
2022.0,5.0,14<25kW,577
2022.0,5.0,25<=100kW,292
2022.0,6.0,<2.5kW,200
2022.0,6.0,2.5<4.5kW,713
2022.0,6.0,4.5<6.5kW,1500
2022.0,6.0,6.5<9.5kW,7519
2022.0,6.0,9.5<14kW,3459
2022.0,6.0,14<25kW,410
2022.0,6.0,25<=100kW,151
