year,month,state,size,capacity
2017,9,nsw+act,3,2310
2017,9,nsw+act,4,2489
2017,9,nsw+act,5,1560
2017,9,nsw+act,6,983
2017,9,nsw+act,7,1597
2017,9,nsw+act,8,551
2017,9,nsw+act,9,0
2017,9,nsw+act,a,0
2017,10,nsw+act,0,668
2017,10,nsw+act,1,3455
2017,10,nsw+act,2,12169
2017,10,nsw+act,3,2691
2017,10,nsw+act,4,2550
2017,10,nsw+act,5,1152
2017,10,nsw+act,6,1096
2017,10,nsw+act,7,3910
2017,10,nsw+act,8,280
2017,10,nsw+act,9,0
2017,10,nsw+act,a,0
2017,11,nsw+act,0,742
2017,11,nsw+act,1,4078
2017,11,nsw+act,2,13852
2017,11,nsw+act,3,3197
2017,11,nsw+act,4,3734
2017,11,nsw+act,5,1973
2017,11,nsw+act,6,1899
2017,11,nsw+act,7,2912
2017,11,nsw+act,8,2654
2017,11,nsw+act,9,0
2017,11,nsw+act,a,0
2017,12,nsw+act,0,666
2017,12,nsw+act,1,3575
2017,12,nsw+act,2,12186
2017,12,nsw+act,3,3434
2017,12,nsw+act,4,4032
2017,12,nsw+act,5,2247
2017,12,nsw+act,6,2347
2017,12,nsw+act,7,6828
2017,12,nsw+act,8,349
2017,12,nsw+act,9,0
2017,12,nsw+act,a,65923
2018,1,nsw+act,0,602
2018,1,nsw+act,1,3043
2018,1,nsw+act,2,10561
2018,1,nsw+act,3,2761
2018,1,nsw+act,4,2139
2018,1,nsw+act,5,1102
2018,1,nsw+act,6,885
2018,1,nsw+act,7,1543
2018,1,nsw+act,8,1879
2018,1,nsw+act,9,0
2018,1,nsw+act,a,34942
2018,2,nsw+act,0,562
2018,2,nsw+act,1,3688
2018,2,nsw+act,2,12948
2018,2,nsw+act,3,3550
2018,2,nsw+act,4,3079
2018,2,nsw+act,5,1349
2018,2,nsw+act,6,1382
2018,2,nsw+act,7,2543
2018,2,nsw+act,8,1770
2018,2,nsw+act,9,0
2018,2,nsw+act,a,0
2018,3,nsw+act,0,686
2018,3,nsw+act,1,4095
2018,3,nsw+act,2,14098
2018,3,nsw+act,3,3886
2018,3,nsw+act,4,3934
2018,3,nsw+act,5,1774
2018,3,nsw+act,6,1346
2018,3,nsw+act,7,3443
2018,3,nsw+act,8,1335
2018,3,nsw+act,9,0
2018,3,nsw+act,a,0
2018,4,nsw+act,0,654
2018,4,nsw+act,1,3547
2018,4,nsw+act,2,12840
2018,4,nsw+act,3,4324
2018,4,nsw+act,4,3572
2018,4,nsw+act,5,1775
2018,4,nsw+act,6,1651
2018,4,nsw+act,7,3677
2018,4,nsw+act,8,4605
2018,4,nsw+act,9,10886
2018,4,nsw+act,a,0
2018,5,nsw+act,0,747
2018,5,nsw+act,1,4024
2018,5,nsw+act,2,14613
2018,5,nsw+act,3,5860
2018,5,nsw+act,4,4584
2018,5,nsw+act,5,2278
2018,5,nsw+act,6,2981
2018,5,nsw+act,7,4269
2018,5,nsw+act,8,3506
2018,5,nsw+act,9,17971
2018,5,nsw+act,a,55872
2018,6,nsw+act,0,462
2018,6,nsw+act,1,3102
2018,6,nsw+act,2,11691
2018,6,nsw+act,3,5910
2018,6,nsw+act,4,4035
2018,6,nsw+act,5,2216
2018,6,nsw+act,6,2153
2018,6,nsw+act,7,3822
2018,6,nsw+act,8,3770
2018,6,nsw+act,9,0
2018,6,nsw+act,a,0
2018,7,nsw+act,0,544
2018,7,nsw+act,1,3151
2018,7,nsw+act,2,13257
2018,7,nsw+act,3,8262
2018,7,nsw+act,4,4853
2018,7,nsw+act,5,2324
2018,7,nsw+act,6,2393
2018,7,nsw+act,7,4464
2018,7,nsw+act,8,4866
2018,7,nsw+act,9,0
2018,7,nsw+act,a,0
2018,8,nsw+act,0,553
2018,8,nsw+act,1,3510
2018,8,nsw+act,2,13149
2018,8,nsw+act,3,10448
2018,8,nsw+act,4,4943
2018,8,nsw+act,5,2621
2018,8,nsw+act,6,1755
2018,8,nsw+act,7,4344
2018,8,nsw+act,8,2184
2018,8,nsw+act,9,0
2018,8,nsw+act,a,0
2018,9,nsw+act,0,432
2018,9,nsw+act,1,2785
2018,9,nsw+act,2,11276
2018,9,nsw+act,3,10514
2018,9,nsw+act,4,4605
2018,9,nsw+act,5,2201
2018,9,nsw+act,6,1949
2018,9,nsw+act,7,3566
2018,9,nsw+act,8,1347
2018,9,nsw+act,9,25172
2018,9,nsw+act,a,188680
2018,10,nsw+act,0,375
2018,10,nsw+act,1,3122
2018,10,nsw+act,2,11704
2018,10,nsw+act,3,11075
2018,10,nsw+act,4,5011
2018,10,nsw+act,5,2120
2018,10,nsw+act,6,2594
2018,10,nsw+act,7,4136
2018,10,nsw+act,8,2075
2018,10,nsw+act,9,0
2018,10,nsw+act,a,0
2018,11,nsw+act,0,520
2018,11,nsw+act,1,3327
2018,11,nsw+act,2,13251
2018,11,nsw+act,3,13446
2018,11,nsw+act,4,5552
2018,11,nsw+act,5,2551
2018,11,nsw+act,6,2315
2018,11,nsw+act,7,6390
2018,11,nsw+act,8,781
2018,11,nsw+act,9,0
2018,11,nsw+act,a,0
2018,12,nsw+act,0,356
2018,12,nsw+act,1,2830
2018,12,nsw+act,2,11087
2018,12,nsw+act,3,14404
2018,12,nsw+act,4,6859
2018,12,nsw+act,5,3502
2018,12,nsw+act,6,2896
2018,12,nsw+act,7,10054
2018,12,nsw+act,8,824
2018,12,nsw+act,9,0
2018,12,nsw+act,a,0
2019,1,nsw+act,0,272
2019,1,nsw+act,1,2056
2019,1,nsw+act,2,8544
2019,1,nsw+act,3,12016
2019,1,nsw+act,4,3380
2019,1,nsw+act,5,1338
2019,1,nsw+act,6,1199
2019,1,nsw+act,7,2274
2019,1,nsw+act,8,1152
2019,1,nsw+act,9,0
2019,1,nsw+act,a,0
2019,2,nsw+act,0,362
2019,2,nsw+act,1,2658
2019,2,nsw+act,2,11518
2019,2,nsw+act,3,15067
2019,2,nsw+act,4,5352
2019,2,nsw+act,5,1975
2019,2,nsw+act,6,1858
2019,2,nsw+act,7,3985
2019,2,nsw+act,8,1779
2019,2,nsw+act,9,0
2019,2,nsw+act,a,0
2019,3,nsw+act,0,355
2019,3,nsw+act,1,2647
2019,3,nsw+act,2,10922
2019,3,nsw+act,3,15948
2019,3,nsw+act,4,5927
2019,3,nsw+act,5,2430
2019,3,nsw+act,6,2465
2019,3,nsw+act,7,3387
2019,3,nsw+act,8,2982
2019,3,nsw+act,9,0
2019,3,nsw+act,a,0
2019,4,nsw+act,0,304
2019,4,nsw+act,1,2979
2019,4,nsw+act,2,9885
2019,4,nsw+act,3,14285
2019,4,nsw+act,4,5689
2019,4,nsw+act,5,1754
2019,4,nsw+act,6,1912
2019,4,nsw+act,7,3239
2019,4,nsw+act,8,1247
2019,4,nsw+act,9,0
2019,4,nsw+act,a,110904
2019,5,nsw+act,0,577
2019,5,nsw+act,1,3426
2019,5,nsw+act,2,11142
2019,5,nsw+act,3,18070
2019,5,nsw+act,4,7803
2019,5,nsw+act,5,3118
2019,5,nsw+act,6,2112
2019,5,nsw+act,7,3808
2019,5,nsw+act,8,1478
2019,5,nsw+act,9,0
2019,5,nsw+act,a,0
2019,6,nsw+act,0,599
2019,6,nsw+act,1,2668
2019,6,nsw+act,2,9120
2019,6,nsw+act,3,16587
2019,6,nsw+act,4,6319
2019,6,nsw+act,5,2928
2019,6,nsw+act,6,2429
2019,6,nsw+act,7,5876
2019,6,nsw+act,8,2976
2019,6,nsw+act,9,0
2019,6,nsw+act,a,0
2019,7,nsw+act,0,518
2019,7,nsw+act,1,3022
2019,7,nsw+act,2,11104
2019,7,nsw+act,3,20807
2019,7,nsw+act,4,7903
2019,7,nsw+act,5,2633
2019,7,nsw+act,6,2514
2019,7,nsw+act,7,5761
2019,7,nsw+act,8,5718
2019,7,nsw+act,9,0
2019,7,nsw+act,a,0
2019,8,nsw+act,0,539
2019,8,nsw+act,1,3275
2019,8,nsw+act,2,9889
2019,8,nsw+act,3,20695
2019,8,nsw+act,4,7264
2019,8,nsw+act,5,2351
2019,8,nsw+act,6,2540
2019,8,nsw+act,7,4022
2019,8,nsw+act,8,7230
2019,8,nsw+act,9,8986
2019,8,nsw+act,a,218144
2019,9,nsw+act,0,464
2019,9,nsw+act,1,3056
2019,9,nsw+act,2,10641
2019,9,nsw+act,3,22222
2019,9,nsw+act,4,8377
2019,9,nsw+act,5,2536
2019,9,nsw+act,6,2884
2019,9,nsw+act,7,4103
2019,9,nsw+act,8,2551
2019,9,nsw+act,9,0
2019,9,nsw+act,a,0
2019,10,nsw+act,0,453
2019,10,nsw+act,1,3309
2019,10,nsw+act,2,10713
2019,10,nsw+act,3,25864
2019,10,nsw+act,4,10411
2019,10,nsw+act,5,2758
2019,10,nsw+act,6,2651
2019,10,nsw+act,7,6097
2019,10,nsw+act,8,1173
2019,10,nsw+act,9,0
2019,10,nsw+act,a,255386
2019,11,nsw+act,0,410
2019,11,nsw+act,1,4315
2019,11,nsw+act,2,10583
2019,11,nsw+act,3,30249
2019,11,nsw+act,4,11499
2019,11,nsw+act,5,3256
2019,11,nsw+act,6,3453
2019,11,nsw+act,7,6024
2019,11,nsw+act,8,3691
2019,11,nsw+act,9,5011
2019,11,nsw+act,a,131847
2019,12,nsw+act,0,350
2019,12,nsw+act,1,3159
2019,12,nsw+act,2,9586
2019,12,nsw+act,3,30584
2019,12,nsw+act,4,13459
2019,12,nsw+act,5,4640
2019,12,nsw+act,6,4548
2019,12,nsw+act,7,11480
2019,12,nsw+act,8,3832
2019,12,nsw+act,9,0
2019,12,nsw+act,a,638827
2020,1,nsw+act,0,358
2020,1,nsw+act,1,2507
2020,1,nsw+act,2,7364
2020,1,nsw+act,3,23763
2020,1,nsw+act,4,8096
2020,1,nsw+act,5,1874
2020,1,nsw+act,6,1208
2020,1,nsw+act,7,1960
2020,1,nsw+act,8,1666
2020,1,nsw+act,9,0
2020,1,nsw+act,a,0
2020,2,nsw+act,0,301
2020,2,nsw+act,1,3385
2020,2,nsw+act,2,8415
2020,2,nsw+act,3,29290
2020,2,nsw+act,4,10792
2020,2,nsw+act,5,2325
2020,2,nsw+act,6,2128
2020,2,nsw+act,7,3469
2020,2,nsw+act,8,10905
2020,2,nsw+act,9,0
2020,2,nsw+act,a,0
2020,3,nsw+act,0,425
2020,3,nsw+act,1,3718
2020,3,nsw+act,2,10013
2020,3,nsw+act,3,32751
2020,3,nsw+act,4,12834
2020,3,nsw+act,5,2981
2020,3,nsw+act,6,1942
2020,3,nsw+act,7,5819
2020,3,nsw+act,8,3621
2020,3,nsw+act,9,0
2020,3,nsw+act,a,121540
2020,4,nsw+act,0,471
2020,4,nsw+act,1,3021
2020,4,nsw+act,2,7966
2020,4,nsw+act,3,28459
2020,4,nsw+act,4,12834
2020,4,nsw+act,5,2974
2020,4,nsw+act,6,2483
2020,4,nsw+act,7,4095
2020,4,nsw+act,8,10778
2020,4,nsw+act,9,0
2020,4,nsw+act,a,0
2020,5,nsw+act,0,412
2020,5,nsw+act,1,4314
2020,5,nsw+act,2,8241
2020,5,nsw+act,3,30227
2020,5,nsw+act,4,14971
2020,5,nsw+act,5,3020
2020,5,nsw+act,6,2354
2020,5,nsw+act,7,5905
2020,5,nsw+act,8,2079
2020,5,nsw+act,9,0
2020,5,nsw+act,a,0
2020,6,nsw+act,0,414
2020,6,nsw+act,1,3910
2020,6,nsw+act,2,8275
2020,6,nsw+act,3,33672
2020,6,nsw+act,4,16425
2020,6,nsw+act,5,3531
2020,6,nsw+act,6,3870
2020,6,nsw+act,7,7586
2020,6,nsw+act,8,2244
2020,6,nsw+act,9,0
2020,6,nsw+act,a,89117
2020,7,nsw+act,0,401
2020,7,nsw+act,1,3043
2020,7,nsw+act,2,9370
2020,7,nsw+act,3,36780
2020,7,nsw+act,4,18617
2020,7,nsw+act,5,3844
2020,7,nsw+act,6,3741
2020,7,nsw+act,7,7237
2020,7,nsw+act,8,4318
2020,7,nsw+act,9,0
2020,7,nsw+act,a,0
2020,8,nsw+act,0,380
2020,8,nsw+act,1,2591
2020,8,nsw+act,2,8477
2020,8,nsw+act,3,38754
2020,8,nsw+act,4,19054
2020,8,nsw+act,5,3544
2020,8,nsw+act,6,3289
2020,8,nsw+act,7,4221
2020,8,nsw+act,8,4575
2020,8,nsw+act,9,0
2020,8,nsw+act,a,0
2020,9,nsw+act,0,421
2020,9,nsw+act,1,2892
2020,9,nsw+act,2,8719
2020,9,nsw+act,3,41961
2020,9,nsw+act,4,22564
2020,9,nsw+act,5,4591
2020,9,nsw+act,6,3232
2020,9,nsw+act,7,5929
2020,9,nsw+act,8,4366
2020,9,nsw+act,9,6720
2020,9,nsw+act,a,0
2020,10,nsw+act,0,395
2020,10,nsw+act,1,2919
2020,10,nsw+act,2,7736
2020,10,nsw+act,3,40117
2020,10,nsw+act,4,22241
2020,10,nsw+act,5,4571
2020,10,nsw+act,6,3812
2020,10,nsw+act,7,5327
2020,10,nsw+act,8,2591
2020,10,nsw+act,9,0
2020,10,nsw+act,a,39056
2020,11,nsw+act,0,414
2020,11,nsw+act,1,2816
2020,11,nsw+act,2,8879
2020,11,nsw+act,3,45343
2020,11,nsw+act,4,29216
2020,11,nsw+act,5,5451
2020,11,nsw+act,6,5029
2020,11,nsw+act,7,5261
2020,11,nsw+act,8,1889
2020,11,nsw+act,9,0
2020,11,nsw+act,a,200020
2020,12,nsw+act,0,356
2020,12,nsw+act,1,2384
2020,12,nsw+act,2,7402
2020,12,nsw+act,3,41498
2020,12,nsw+act,4,31907
2020,12,nsw+act,5,8209
2020,12,nsw+act,6,6981
2020,12,nsw+act,7,12505
2020,12,nsw+act,8,6682
2020,12,nsw+act,9,0
2020,12,nsw+act,a,61437
2021,1,nsw+act,0,192
2021,1,nsw+act,1,1844
2021,1,nsw+act,2,5403
2021,1,nsw+act,3,32962
2021,1,nsw+act,4,20580
2021,1,nsw+act,5,2658
2021,1,nsw+act,6,1829
2021,1,nsw+act,7,1601
2021,1,nsw+act,8,6019
2021,1,nsw+act,9,0
2021,1,nsw+act,a,0
2021,2,nsw+act,0,254
2021,2,nsw+act,1,2976
2021,2,nsw+act,2,7572
2021,2,nsw+act,3,42941
2021,2,nsw+act,4,28485
2021,2,nsw+act,5,4043
2021,2,nsw+act,6,2704
2021,2,nsw+act,7,4077
2021,2,nsw+act,8,3020
2021,2,nsw+act,9,0
2021,2,nsw+act,a,39418
2021,3,nsw+act,0,330
2021,3,nsw+act,1,3121
2021,3,nsw+act,2,7435
2021,3,nsw+act,3,42526
2021,3,nsw+act,4,30656
2021,3,nsw+act,5,5548
2021,3,nsw+act,6,4230
2021,3,nsw+act,7,4333
2021,3,nsw+act,8,2223
2021,3,nsw+act,9,0
2021,3,nsw+act,a,0
2021,4,nsw+act,0,266
2021,4,nsw+act,1,3172
2021,4,nsw+act,2,6976
2021,4,nsw+act,3,38384
2021,4,nsw+act,4,29600
2021,4,nsw+act,5,5165
2021,4,nsw+act,6,4473
2021,4,nsw+act,7,4200
2021,4,nsw+act,8,1284
2021,4,nsw+act,9,0
2021,4,nsw+act,a,0
2021,5,nsw+act,0,309
2021,5,nsw+act,1,2979
2021,5,nsw+act,2,5976
2021,5,nsw+act,3,33666
2021,5,nsw+act,4,26172
2021,5,nsw+act,5,5341
2021,5,nsw+act,6,3857
2021,5,nsw+act,7,4079
2021,5,nsw+act,8,941
2021,5,nsw+act,9,21161
2021,5,nsw+act,a,0
2021,6,nsw+act,0,239
2021,6,nsw+act,1,3012
2021,6,nsw+act,2,6218
2021,6,nsw+act,3,33095
2021,6,nsw+act,4,26669
2021,6,nsw+act,5,5611
2021,6,nsw+act,6,4844
2021,6,nsw+act,7,6796
2021,6,nsw+act,8,1264
2021,6,nsw+act,9,0
2021,6,nsw+act,a,153777
2021,7,nsw+act,0,217
2021,7,nsw+act,1,2098
2021,7,nsw+act,2,5186
2021,7,nsw+act,3,27003
2021,7,nsw+act,4,21997
2021,7,nsw+act,5,4792
2021,7,nsw+act,6,3260
2021,7,nsw+act,7,3320
2021,7,nsw+act,8,1787
2021,7,nsw+act,9,0
2021,7,nsw+act,a,78798
2021,8,nsw+act,0,246
2021,8,nsw+act,1,1816
2021,8,nsw+act,2,4436
2021,8,nsw+act,3,23361
2021,8,nsw+act,4,19515
2021,8,nsw+act,5,3708
2021,8,nsw+act,6,2576
2021,8,nsw+act,7,2501
2021,8,nsw+act,8,1688
2021,8,nsw+act,9,0
2021,8,nsw+act,a,190867
2021,9,nsw+act,0,227
2021,9,nsw+act,1,2421
2021,9,nsw+act,2,5997
2021,9,nsw+act,3,31481
2021,9,nsw+act,4,29888
2021,9,nsw+act,5,5477
2021,9,nsw+act,6,3754
2021,9,nsw+act,7,4344
2021,9,nsw+act,8,300
2021,9,nsw+act,9,0
2021,9,nsw+act,a,0
2021,10,nsw+act,0,224
2021,10,nsw+act,1,2030
2021,10,nsw+act,2,5326
2021,10,nsw+act,3,29098
2021,10,nsw+act,4,30236
2021,10,nsw+act,5,6028
2021,10,nsw+act,6,3507
2021,10,nsw+act,7,6196
2021,10,nsw+act,8,2017
2021,10,nsw+act,9,0
2021,10,nsw+act,a,119381
2021,11,nsw+act,0,211
2021,11,nsw+act,1,1745
2021,11,nsw+act,2,5784
2021,11,nsw+act,3,31106
2021,11,nsw+act,4,30724
2021,11,nsw+act,5,6021
2021,11,nsw+act,6,4005
2021,11,nsw+act,7,6642
2021,11,nsw+act,8,1244
2021,11,nsw+act,9,0
2021,11,nsw+act,a,110613
2021,12,nsw+act,0,211
2021,12,nsw+act,1,1684
2021,12,nsw+act,2,6263
2021,12,nsw+act,3,32116
2021,12,nsw+act,4,36722
2021,12,nsw+act,5,8577
2021,12,nsw+act,6,6709
2021,12,nsw+act,7,9850
2021,12,nsw+act,8,6440
2021,12,nsw+act,9,0
2021,12,nsw+act,a,0
2022,1,nsw+act,0,104
2022,1,nsw+act,1,981
2022,1,nsw+act,2,3767
2022,1,nsw+act,3,18738
2022,1,nsw+act,4,16497
2022,1,nsw+act,5,2288
2022,1,nsw+act,6,1347
2022,1,nsw+act,7,636
2022,1,nsw+act,8,350
2022,1,nsw+act,9,0
2022,1,nsw+act,a,0
2022,2,nsw+act,0,170
2022,2,nsw+act,1,1565
2022,2,nsw+act,2,5450
2022,2,nsw+act,3,23807
2022,2,nsw+act,4,24463
2022,2,nsw+act,5,4290
2022,2,nsw+act,6,2143
2022,2,nsw+act,7,932
2022,2,nsw+act,8,1670
2022,2,nsw+act,9,0
2022,2,nsw+act,a,0
2022,3,nsw+act,0,119
2022,3,nsw+act,1,1548
2022,3,nsw+act,2,5385
2022,3,nsw+act,3,22782
2022,3,nsw+act,4,22011
2022,3,nsw+act,5,4335
2022,3,nsw+act,6,2473
2022,3,nsw+act,7,2694
2022,3,nsw+act,8,800
2022,3,nsw+act,9,0
2022,3,nsw+act,a,141506
2022,4,nsw+act,0,179
2022,4,nsw+act,1,1123
2022,4,nsw+act,2,4267
2022,4,nsw+act,3,18781
2022,4,nsw+act,4,20210
2022,4,nsw+act,5,3409
2022,4,nsw+act,6,2073
2022,4,nsw+act,7,2562
2022,4,nsw+act,8,431
2022,4,nsw+act,9,0
2022,4,nsw+act,a,0
2022,5,nsw+act,0,121
2022,5,nsw+act,1,1333
2022,5,nsw+act,2,4645
2022,5,nsw+act,3,21426
2022,5,nsw+act,4,22169
2022,5,nsw+act,5,3926
2022,5,nsw+act,6,2444
2022,5,nsw+act,7,2875
2022,5,nsw+act,8,2791
2022,5,nsw+act,9,0
2022,5,nsw+act,a,0
2022,6,nsw+act,0,120
2022,6,nsw+act,1,841
2022,6,nsw+act,2,3578
2022,6,nsw+act,3,17493
2022,6,nsw+act,4,17594
2022,6,nsw+act,5,3107
2022,6,nsw+act,6,1730
2022,6,nsw+act,7,354
2022,6,nsw+act,8,0
2022,6,nsw+act,9,0
2022,6,nsw+act,a,0
2007,1,nt,0,0
2007,1,nt,1,0
2007,1,nt,2,0
2007,1,nt,3,0
2007,1,nt,4,10
2007,1,nt,5,0
2007,1,nt,6,0
2007,1,nt,7,0
2007,1,nt,8,0
2007,1,nt,9,0
2007,1,nt,a,0
2007,2,nt,0,2
2007,2,nt,1,3
2007,2,nt,2,0
2007,2,nt,3,0
2007,2,nt,4,0
2007,2,nt,5,0
2007,2,nt,6,0
2007,2,nt,7,0
2007,2,nt,8,0
2007,2,nt,9,0
2007,2,nt,a,0
2007,3,nt,0,0
2007,3,nt,1,0
2007,3,nt,2,0
2007,3,nt,3,8
2007,3,nt,4,0
2007,3,nt,5,0
2007,3,nt,6,0
2007,3,nt,7,0
2007,3,nt,8,0
2007,3,nt,9,0
2007,3,nt,a,0
2007,4,nt,0,1
2007,4,nt,1,0
2007,4,nt,2,6
2007,4,nt,3,0
2007,4,nt,4,11
2007,4,nt,5,0
2007,4,nt,6,0
2007,4,nt,7,0
2007,4,nt,8,0
2007,4,nt,9,0
2007,4,nt,a,0
2007,6,nt,0,0
2007,6,nt,1,3
2007,6,nt,2,0
2007,6,nt,3,7
2007,6,nt,4,0
2007,6,nt,5,0
2007,6,nt,6,0
2007,6,nt,7,0
2007,6,nt,8,0
2007,6,nt,9,0
2007,6,nt,a,0
2007,7,nt,0,0
2007,7,nt,1,0
2007,7,nt,2,0
2007,7,nt,3,0
2007,7,nt,4,0
2007,7,nt,5,20
2007,7,nt,6,0
2007,7,nt,7,0
2007,7,nt,8,0
2007,7,nt,9,0
2007,7,nt,a,0
2007,8,nt,0,1
2007,8,nt,1,0
2007,8,nt,2,0
2007,8,nt,3,0
2007,8,nt,4,0
2007,8,nt,5,0
2007,8,nt,6,0
2007,8,nt,7,0
2007,8,nt,8,0
2007,8,nt,9,0
2007,8,nt,a,0
2007,9,nt,0,0
2007,9,nt,1,3
2007,9,nt,2,0
2007,9,nt,3,0
2007,9,nt,4,12
2007,9,nt,5,0
2007,9,nt,6,0
2007,9,nt,7,0
2007,9,nt,8,0
2007,9,nt,9,0
2007,9,nt,a,0
2007,10,nt,0,0
2007,10,nt,1,0
2007,10,nt,2,0
2007,10,nt,3,21
2007,10,nt,4,0
2007,10,nt,5,0
2007,10,nt,6,0
2007,10,nt,7,0
2007,10,nt,8,0
2007,10,nt,9,0
2007,10,nt,a,0
2007,11,nt,0,1
2007,11,nt,1,0
2007,11,nt,2,6
2007,11,nt,3,0
2007,11,nt,4,0
2007,11,nt,5,0
2007,11,nt,6,0
2007,11,nt,7,0
2007,11,nt,8,0
2007,11,nt,9,0
2007,11,nt,a,0
2007,12,nt,0,2
2007,12,nt,1,0
2007,12,nt,2,0
2007,12,nt,3,7
2007,12,nt,4,46
2007,12,nt,5,14
2007,12,nt,6,0
2007,12,nt,7,0
2007,12,nt,8,0
2007,12,nt,9,0
2007,12,nt,a,0
2008,1,nt,0,4
2008,1,nt,1,3
2008,1,nt,2,0
2008,1,nt,3,0
2008,1,nt,4,0
2008,1,nt,5,0
2008,1,nt,6,0
2008,1,nt,7,0
2008,1,nt,8,0
2008,1,nt,9,0
2008,1,nt,a,0
2008,2,nt,0,1
2008,2,nt,1,0
2008,2,nt,2,0
2008,2,nt,3,0
2008,2,nt,4,0
2008,2,nt,5,0
2008,2,nt,6,0
2008,2,nt,7,0
2008,2,nt,8,0
2008,2,nt,9,0
2008,2,nt,a,0
2008,3,nt,0,0
2008,3,nt,1,0
2008,3,nt,2,0
2008,3,nt,3,16
2008,3,nt,4,0
2008,3,nt,5,0
2008,3,nt,6,0
2008,3,nt,7,0
2008,3,nt,8,0
2008,3,nt,9,0
2008,3,nt,a,0
2008,4,nt,0,2
2008,4,nt,1,0
2008,4,nt,2,0
2008,4,nt,3,7
2008,4,nt,4,12
2008,4,nt,5,0
2008,4,nt,6,0
2008,4,nt,7,0
2008,4,nt,8,0
2008,4,nt,9,0
2008,4,nt,a,0
2008,5,nt,0,6
2008,5,nt,1,0
2008,5,nt,2,0
2008,5,nt,3,0
2008,5,nt,4,0
2008,5,nt,5,0
2008,5,nt,6,0
2008,5,nt,7,0
2008,5,nt,8,0
2008,5,nt,9,0
2008,5,nt,a,0
2008,6,nt,0,2
2008,6,nt,1,3
2008,6,nt,2,0
2008,6,nt,3,0
2008,6,nt,4,36
2008,6,nt,5,15
2008,6,nt,6,0
2008,6,nt,7,0
2008,6,nt,8,0
2008,6,nt,9,0
2008,6,nt,a,0
2008,7,nt,0,4
2008,7,nt,1,0
2008,7,nt,2,0
2008,7,nt,3,7
2008,7,nt,4,12
2008,7,nt,5,29
2008,7,nt,6,0
2008,7,nt,7,0
2008,7,nt,8,0
2008,7,nt,9,0
2008,7,nt,a,0
2008,8,nt,0,2
2008,8,nt,1,3
2008,8,nt,2,12
2008,8,nt,3,0
2008,8,nt,4,0
2008,8,nt,5,17
2008,8,nt,6,0
2008,8,nt,7,0
2008,8,nt,8,0
2008,8,nt,9,0
2008,8,nt,a,0
2008,9,nt,0,4
2008,9,nt,1,0
2008,9,nt,2,49
2008,9,nt,3,36
2008,9,nt,4,0
2008,9,nt,5,0
2008,9,nt,6,0
2008,9,nt,7,0
2008,9,nt,8,0
2008,9,nt,9,0
2008,9,nt,a,0
2008,10,nt,0,10
2008,10,nt,1,0
2008,10,nt,2,5
2008,10,nt,3,0
2008,10,nt,4,0
2008,10,nt,5,16
2008,10,nt,6,0
2008,10,nt,7,0
2008,10,nt,8,0
2008,10,nt,9,0
2008,10,nt,a,0
2008,11,nt,0,5
2008,11,nt,1,0
2008,11,nt,2,0
2008,11,nt,3,0
2008,11,nt,4,0
2008,11,nt,5,17
2008,11,nt,6,0
2008,11,nt,7,0
2008,11,nt,8,0
2008,11,nt,9,0
2008,11,nt,a,0
2008,12,nt,0,23
2008,12,nt,1,6
2008,12,nt,2,11
2008,12,nt,3,0
2008,12,nt,4,12
2008,12,nt,5,0
2008,12,nt,6,32
2008,12,nt,7,0
2008,12,nt,8,0
2008,12,nt,9,0
2008,12,nt,a,0
2009,1,nt,0,16
2009,1,nt,1,0
2009,1,nt,2,0
2009,1,nt,3,0
2009,1,nt,4,0
2009,1,nt,5,0
2009,1,nt,6,0
2009,1,nt,7,0
2009,1,nt,8,0
2009,1,nt,9,0
2009,1,nt,a,0
2009,2,nt,0,24
2009,2,nt,1,0
2009,2,nt,2,0
2009,2,nt,3,7
2009,2,nt,4,0
2009,2,nt,5,0
2009,2,nt,6,0
2009,2,nt,7,0
2009,2,nt,8,0
2009,2,nt,9,0
2009,2,nt,a,0
2009,3,nt,0,23
2009,3,nt,1,4
2009,3,nt,2,0
2009,3,nt,3,0
2009,3,nt,4,0
2009,3,nt,5,0
2009,3,nt,6,0
2009,3,nt,7,0
2009,3,nt,8,0
2009,3,nt,9,0
2009,3,nt,a,0
2009,4,nt,0,6
2009,4,nt,1,0
2009,4,nt,2,6
2009,4,nt,3,0
2009,4,nt,4,0
2009,4,nt,5,0
2009,4,nt,6,0
2009,4,nt,7,0
2009,4,nt,8,0
2009,4,nt,9,0
2009,4,nt,a,0
2009,5,nt,0,10
2009,5,nt,1,3
2009,5,nt,2,0
2009,5,nt,3,0
2009,5,nt,4,0
2009,5,nt,5,0
2009,5,nt,6,0
2009,5,nt,7,0
2009,5,nt,8,0
2009,5,nt,9,0
2009,5,nt,a,0
2009,6,nt,0,5
2009,6,nt,1,0
2009,6,nt,2,0
2009,6,nt,3,9
2009,6,nt,4,0
2009,6,nt,5,0
2009,6,nt,6,0
2009,6,nt,7,0
2009,6,nt,8,304
2009,6,nt,9,0
2009,6,nt,a,0
2009,7,nt,0,10
2009,7,nt,1,0
2009,7,nt,2,5
2009,7,nt,3,0
2009,7,nt,4,0
2009,7,nt,5,40
2009,7,nt,6,0
2009,7,nt,7,0
2009,7,nt,8,0
2009,7,nt,9,0
2009,7,nt,a,0
2009,8,nt,0,17
2009,8,nt,1,6
