year,month,size,count
2018,11,6.5 to 9.5 kW,9059
2018,11,9.5 to 14 kW,1574
2018,11,14 to 25 kW,497
2018,11,25 to 100 kW,547
2018,12,Less than 2.5 kW,672
2018,12,2.5 to 4.5 kW,2776
2018,12,4.5 to 6.5 kW,7229
2018,12,6.5 to 9.5 kW,8413
2018,12,9.5 to 14 kW,1751
2018,12,14 to 25 kW,654
2018,12,25 to 100 kW,813
2019,1,Less than 2.5 kW,549
2019,1,2.5 to 4.5 kW,2662
2019,1,4.5 to 6.5 kW,6076
2019,1,6.5 to 9.5 kW,7797
2019,1,9.5 to 14 kW,999
2019,1,14 to 25 kW,269
2019,1,25 to 100 kW,233
2019,2,Less than 2.5 kW,765
2019,2,2.5 to 4.5 kW,3012
2019,2,4.5 to 6.5 kW,7612
2019,2,6.5 to 9.5 kW,9273
2019,2,9.5 to 14 kW,1506
2019,2,14 to 25 kW,386
2019,2,25 to 100 kW,372
2019,3,Less than 2.5 kW,685
2019,3,2.5 to 4.5 kW,3149
2019,3,4.5 to 6.5 kW,7272
2019,3,6.5 to 9.5 kW,9799
2019,3,9.5 to 14 kW,1567
2019,3,14 to 25 kW,476
2019,3,25 to 100 kW,407
2019,4,Less than 2.5 kW,603
2019,4,2.5 to 4.5 kW,2754
2019,4,4.5 to 6.5 kW,6430
2019,4,6.5 to 9.5 kW,8765
2019,4,9.5 to 14 kW,1505
2019,4,14 to 25 kW,384
2019,4,25 to 100 kW,380
2019,5,Less than 2.5 kW,778
2019,5,2.5 to 4.5 kW,2815
2019,5,4.5 to 6.5 kW,6483
2019,5,6.5 to 9.5 kW,9963
2019,5,9.5 to 14 kW,1910
2019,5,14 to 25 kW,533
2019,5,25 to 100 kW,543
2019,6,Less than 2.5 kW,761
2019,6,2.5 to 4.5 kW,2217
2019,6,4.5 to 6.5 kW,5042
2019,6,6.5 to 9.5 kW,8282
2019,6,9.5 to 14 kW,1647
2019,6,14 to 25 kW,580
2019,6,25 to 100 kW,587
2019,7,Less than 2.5 kW,721
2019,7,2.5 to 4.5 kW,2398
2019,7,4.5 to 6.5 kW,6130
2019,7,6.5 to 9.5 kW,10475
2019,7,9.5 to 14 kW,1871
2019,7,14 to 25 kW,541
2019,7,25 to 100 kW,541
2019,8,Less than 2.5 kW,739
2019,8,2.5 to 4.5 kW,2605
2019,8,4.5 to 6.5 kW,6096
2019,8,6.5 to 9.5 kW,10999
2019,8,9.5 to 14 kW,1802
2019,8,14 to 25 kW,504
2019,8,25 to 100 kW,555
2019,9,Less than 2.5 kW,678
2019,9,2.5 to 4.5 kW,2576
2019,9,4.5 to 6.5 kW,6345
2019,9,6.5 to 9.5 kW,12039
2019,9,9.5 to 14 kW,2052
2019,9,14 to 25 kW,536
2019,9,25 to 100 kW,543
2019,10,Less than 2.5 kW,675
2019,10,2.5 to 4.5 kW,2819
2019,10,4.5 to 6.5 kW,6635
2019,10,6.5 to 9.5 kW,14089
2019,10,9.5 to 14 kW,2381
2019,10,14 to 25 kW,567
2019,10,25 to 100 kW,598
2019,11,Less than 2.5 kW,632
2019,11,2.5 to 4.5 kW,3181
2019,11,4.5 to 6.5 kW,6543
2019,11,6.5 to 9.5 kW,15710
2019,11,9.5 to 14 kW,2701
2019,11,14 to 25 kW,619
2019,11,25 to 100 kW,672
2019,12,Less than 2.5 kW,505
2019,12,2.5 to 4.5 kW,2467
2019,12,4.5 to 6.5 kW,5818
2019,12,6.5 to 9.5 kW,15831
2019,12,9.5 to 14 kW,2989
2019,12,14 to 25 kW,824
2019,12,25 to 100 kW,983
2020,1,Less than 2.5 kW,462
2020,1,2.5 to 4.5 kW,2193
2020,1,4.5 to 6.5 kW,4834
2020,1,6.5 to 9.5 kW,13477
2020,1,9.5 to 14 kW,1900
2020,1,14 to 25 kW,349
2020,1,25 to 100 kW,280
2020,2,Less than 2.5 kW,456
2020,2,2.5 to 4.5 kW,2847
2020,2,4.5 to 6.5 kW,5592
2020,2,6.5 to 9.5 kW,15868
2020,2,9.5 to 14 kW,2494
2020,2,14 to 25 kW,494
2020,2,25 to 100 kW,445
2020,3,Less than 2.5 kW,641
2020,3,2.5 to 4.5 kW,3031
2020,3,4.5 to 6.5 kW,6137
2020,3,6.5 to 9.5 kW,17298
2020,3,9.5 to 14 kW,3078
2020,3,14 to 25 kW,595
2020,3,25 to 100 kW,549
2020,4,Less than 2.5 kW,641
2020,4,2.5 to 4.5 kW,2549
2020,4,4.5 to 6.5 kW,4802
2020,4,6.5 to 9.5 kW,14637
2020,4,9.5 to 14 kW,2899
2020,4,14 to 25 kW,535
2020,4,25 to 100 kW,522
2020,5,Less than 2.5 kW,646
2020,5,2.5 to 4.5 kW,2884
2020,5,4.5 to 6.5 kW,4805
2020,5,6.5 to 9.5 kW,15322
2020,5,9.5 to 14 kW,3129
2020,5,14 to 25 kW,606
2020,5,25 to 100 kW,557
2020,6,Less than 2.5 kW,651
2020,6,2.5 to 4.5 kW,2791
2020,6,4.5 to 6.5 kW,4758
2020,6,6.5 to 9.5 kW,17014
2020,6,9.5 to 14 kW,3500
2020,6,14 to 25 kW,716
2020,6,25 to 100 kW,775
2020,7,Less than 2.5 kW,639
2020,7,2.5 to 4.5 kW,2616
2020,7,4.5 to 6.5 kW,5331
2020,7,6.5 to 9.5 kW,19739
2020,7,9.5 to 14 kW,4109
2020,7,14 to 25 kW,696
2020,7,25 to 100 kW,618
2020,8,Less than 2.5 kW,541
2020,8,2.5 to 4.5 kW,2097
2020,8,4.5 to 6.5 kW,3983
2020,8,6.5 to 9.5 kW,16877
2020,8,9.5 to 14 kW,3804
2020,8,14 to 25 kW,664
2020,8,25 to 100 kW,509
2020,9,Less than 2.5 kW,583
2020,9,2.5 to 4.5 kW,2177
2020,9,4.5 to 6.5 kW,4075
2020,9,6.5 to 9.5 kW,18637
2020,9,9.5 to 14 kW,4534
2020,9,14 to 25 kW,862
2020,9,25 to 100 kW,568
2020,10,Less than 2.5 kW,578
2020,10,2.5 to 4.5 kW,2287
2020,10,4.5 to 6.5 kW,4158
2020,10,6.5 to 9.5 kW,19977
2020,10,9.5 to 14 kW,4655
2020,10,14 to 25 kW,747
2020,10,25 to 100 kW,614
2020,11,Less than 2.5 kW,592
2020,11,2.5 to 4.5 kW,2409
2020,11,4.5 to 6.5 kW,5020
2020,11,6.5 to 9.5 kW,23257
2020,11,9.5 to 14 kW,5857
2020,11,14 to 25 kW,876
2020,11,25 to 100 kW,744
2020,12,Less than 2.5 kW,527
2020,12,2.5 to 4.5 kW,2193
2020,12,4.5 to 6.5 kW,4251
2020,12,6.5 to 9.5 kW,21364
2020,12,9.5 to 14 kW,6348
2020,12,14 to 25 kW,1246
2020,12,25 to 100 kW,1129
2021,1,Less than 2.5 kW,351
2021,1,2.5 to 4.5 kW,1810
2021,1,4.5 to 6.5 kW,3312
2021,1,6.5 to 9.5 kW,16798
2021,1,9.5 to 14 kW,4191
2021,1,14 to 25 kW,447
2021,1,25 to 100 kW,263
2021,2,Less than 2.5 kW,530
2021,2,2.5 to 4.5 kW,2334
2021,2,4.5 to 6.5 kW,4312
2021,2,6.5 to 9.5 kW,20227
2021,2,9.5 to 14 kW,5724
2021,2,14 to 25 kW,727
2021,2,25 to 100 kW,473
2021,3,Less than 2.5 kW,591
2021,3,2.5 to 4.5 kW,2617
2021,3,4.5 to 6.5 kW,4560
2021,3,6.5 to 9.5 kW,21510
2021,3,9.5 to 14 kW,6485
2021,3,14 to 25 kW,844
2021,3,25 to 100 kW,588
2021,4,Less than 2.5 kW,503
2021,4,2.5 to 4.5 kW,2341
2021,4,4.5 to 6.5 kW,4037
2021,4,6.5 to 9.5 kW,18483
2021,4,9.5 to 14 kW,5857
2021,4,14 to 25 kW,777
2021,4,25 to 100 kW,541
2021,5,Less than 2.5 kW,556
2021,5,2.5 to 4.5 kW,2331
2021,5,4.5 to 6.5 kW,3528
2021,5,6.5 to 9.5 kW,16897
2021,5,9.5 to 14 kW,5559
2021,5,14 to 25 kW,898
2021,5,25 to 100 kW,675
2021,6,Less than 2.5 kW,483
2021,6,2.5 to 4.5 kW,2320
2021,6,4.5 to 6.5 kW,3718
2021,6,6.5 to 9.5 kW,16839
2021,6,9.5 to 14 kW,5685
2021,6,14 to 25 kW,956
2021,6,25 to 100 kW,792
2021,7,Less than 2.5 kW,478
2021,7,2.5 to 4.5 kW,1975
2021,7,4.5 to 6.5 kW,3525
2021,7,6.5 to 9.5 kW,16318
2021,7,9.5 to 14 kW,5512
2021,7,14 to 25 kW,844
2021,7,25 to 100 kW,614
2021,8,Less than 2.5 kW,563
2021,8,2.5 to 4.5 kW,1898
2021,8,4.5 to 6.5 kW,3291
2021,8,6.5 to 9.5 kW,16047
2021,8,9.5 to 14 kW,5606
2021,8,14 to 25 kW,830
2021,8,25 to 100 kW,565
2021,9,Less than 2.5 kW,472
2021,9,2.5 to 4.5 kW,1862
2021,9,4.5 to 6.5 kW,3264
2021,9,6.5 to 9.5 kW,16006
2021,9,9.5 to 14 kW,6674
2021,9,14 to 25 kW,890
2021,9,25 to 100 kW,569
2021,10,Less than 2.5 kW,448
2021,10,2.5 to 4.5 kW,1661
2021,10,4.5 to 6.5 kW,3107
2021,10,6.5 to 9.5 kW,15458
2021,10,9.5 to 14 kW,6359
2021,10,14 to 25 kW,892
2021,10,25 to 100 kW,621
2021,11,Less than 2.5 kW,475
2021,11,2.5 to 4.5 kW,1704
2021,11,4.5 to 6.5 kW,3667
2021,11,6.5 to 9.5 kW,16840
2021,11,9.5 to 14 kW,6837
2021,11,14 to 25 kW,969
2021,11,25 to 100 kW,761
2021,12,Less than 2.5 kW,394
2021,12,2.5 to 4.5 kW,1538
2021,12,4.5 to 6.5 kW,3419
2021,12,6.5 to 9.5 kW,16067
2021,12,9.5 to 14 kW,7749
2021,12,14 to 25 kW,1347
2021,12,25 to 100 kW,1119
2022,1,Less than 2.5 kW,174
2022,1,2.5 to 4.5 kW,920
2022,1,4.5 to 6.5 kW,2144
2022,1,6.5 to 9.5 kW,9580
2022,1,9.5 to 14 kW,3539
2022,1,14 to 25 kW,363
2022,1,25 to 100 kW,149
2022,2,Less than 2.5 kW,338
2022,2,2.5 to 4.5 kW,1324
2022,2,4.5 to 6.5 kW,2990
2022,2,6.5 to 9.5 kW,12733
2022,2,9.5 to 14 kW,5253
2022,2,14 to 25 kW,646
2022,2,25 to 100 kW,286
2022,3,Less than 2.5 kW,364
2022,3,2.5 to 4.5 kW,1488
2022,3,4.5 to 6.5 kW,2936
2022,3,6.5 to 9.5 kW,13322
2022,3,9.5 to 14 kW,5500
2022,3,14 to 25 kW,687
2022,3,25 to 100 kW,374
2022,4,Less than 2.5 kW,414
2022,4,2.5 to 4.5 kW,1010
2022,4,4.5 to 6.5 kW,2181
2022,4,6.5 to 9.5 kW,9956
2022,4,9.5 to 14 kW,4462
2022,4,14 to 25 kW,577
2022,4,25 to 100 kW,328
2022,5,Less than 2.5 kW,270
2022,5,2.5 to 4.5 kW,1110
2022,5,4.5 to 6.5 kW,2244
2022,5,6.5 to 9.5 kW,10276
2022,5,9.5 to 14 kW,4571
2022,5,14 to 25 kW,577
2022,5,25 to 100 kW,292
2022,6,Less than 2.5 kW,200
2022,6,2.5 to 4.5 kW,713
2022,6,4.5 to 6.5 kW,1500
2022,6,6.5 to 9.5 kW,7519
2022,6,9.5 to 14 kW,3459
2022,6,14 to 25 kW,410
2022,6,25 to 100 kW,151
