"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"4737","1536","3868","36.5","8949.0","6471.0","2478.0","0.0","1410","126","0","84890.0","543,298","114.8"
"4738","254","672","34.8","1348.0","1088.0","260.0","0.0","234","20","0","18145.0","116,127","24.5"
"4739","77","237","29.5","465.0","325.0","140.0","0.0","70","7","0","5736.0","36,712","7.7"
"4740","12619","38216","29.8","81374.0","54430.0","25759.0","1185.0","11370","1244","5","723503.0","4,630,420","1126.4"
"4741","1420","3237","39.4","7983.0","5880.0","2103.0","0.0","1274","146","0","108848.0","696,625","147.0"
"4742","108","598","14.9","768.0","424.0","344.0","0.0","89","19","0","30078.0","192,500","40.6"
"4743","13","450","2.4","165.0","58.0","107.0","0.0","11","2","0","12169.0","77,883","18.4"
"4744","439","4008","8.9","88648.0","1947.0","1738.0","84963.0","355","82","2","105381.0","674,436","142.4"
"4745","122","1436","7.7","967.0","644.0","323.0","0.0","111","11","0","42362.0","271,118","64.2"
"4746","28","1127","1.5","34183.0","83.0","306.0","33794.0","17","10","1","27940.0","178,816","42.5"
"4750","992","2466","36.9","5578.0","4490.0","1088.0","0.0","910","82","0","33882.0","216,845","52.6"
"4751","752","1861","37.7","4241.0","3365.0","876.0","0.0","702","50","0","39321.0","251,654","60.9"
"4753","803","1889","38.9","4743.0","3750.0","993.0","0.0","735","68","0","36399.0","232,956","56.5"
"4754","409","1016","35.1","2790.0","1677.0","1113.0","0.0","357","52","0","23953.0","153,299","32.3"
"4756","106","328","28.4","768.0","448.0","320.0","0.0","93","13","0","5062.0","32,398","6.8"
"4757","60","231","22.9","321.0","227.0","94.0","0.0","53","7","0","5739.0","36,729","7.7"
"4798","155","342","41.2","934.0","644.0","290.0","0.0","141","14","0","10626.0","68,004","16.0"
"4799","316","573","51.1","1748.0","1354.0","394.0","0.0","293","23","0","14125.0","90,398","21.3"
"4800","2496","4568","47.7","15598.0","9478.0","5320.0","800.0","2177","317","2","95859.0","613,496","145.2"
"4802","1777","4871","30.1","12867.0","7135.0","5425.0","307.0","1468","308","1","95036.0","608,232","143.9"
"4803","1","113","0.9","1.0","1.0","0.0","0.0","1","0","0","0.0","0","0.0"
"4804","372","1077","29.2","439860.0","1509.0","901.0","437450.0","315","52","5","34561.0","221,187","52.3"
"4805","1934","5172","33.1","11900.0","7443.0","4177.0","280.0","1712","221","1","149627.0","957,611","226.4"
"4806","898","1811","37.9","9021.0","3208.0","5813.0","0.0","687","211","0","47597.0","304,619","73.7"
"4807","2426","4626","46.1","143798.0","9621.0","6355.0","127822.0","2132","293","1","127863.0","818,324","197.8"
"4808","283","518","47.3","2128.0","1138.0","990.0","0.0","245","38","0","19631.0","125,638","30.6"
"4809","289","710","32.3","132984.0","1128.0","1111.0","130745.0","229","59","1","22204.0","142,104","34.4"
"4810","2559","9204","24.5","18686.0","10134.0","6992.0","1560.0","2251","304","4","159455.0","1,020,512","246.1"
"4811","2327","5666","38.5","164437.0","10121.0","2899.0","151417.0","2182","143","2","109911.0","703,434","171.6"
"4812","2698","9967","24.9","16835.0","11459.0","4628.0","748.0","2482","214","2","124467.0","796,589","193.3"
"4814","8075","19100","39.0","48548.0","34050.0","12387.0","2111.0","7441","626","8","400103.0","2,560,660","623.6"
"4815","4646","8900","49.1","170831.0","18370.0","4093.0","148368.0","4371","274","1","128839.0","824,570","199.7"
"4816","1978","4653","38.3","11130.0","8085.0","3045.0","0.0","1782","196","0","105846.0","677,413","163.9"
"4817","6296","12230","48.1","34945.0","27341.0","6091.0","1513.0","5880","415","1","207722.0","1,329,420","321.8"
"4818","6571","14549","40.8","39043.0","28489.0","10554.0","0.0","5942","629","0","265251.0","1,697,604","413.2"
"4819","563","1516","33.9","3097.0","2334.0","763.0","0.0","514","49","0","20676.0","132,330","32.1"
"4820","1441","5240","24.9","8522.0","5832.0","2690.0","0.0","1303","138","0","134536.0","861,032","208.8"
"4821","281","707","30.7","41652.0","1104.0","1020.0","39528.0","217","62","2","36495.0","233,570","56.6"
"4822","149","431","25.8","1421.0","610.0","811.0","0.0","111","38","0","19835.0","126,943","29.4"
"4823","130","488","18.0","4279.0","438.0","709.0","3132.0","88","41","1","38693.0","247,634","61.6"
"4824","253","1439","13.0","2303.0","946.0","1357.0","0.0","187","66","0","42776.0","273,764","68.1"
"4825","2214","7942","23.5","16403.0","8210.0","7728.0","465.0","1867","345","2","198643.0","1,271,314","317.6"
"4828","35","194","13.4","355.0","108.0","247.0","0.0","26","9","0","3328.0","21,299","5.3"
"4829","131","291","37.8","1124.0","508.0","616.0","0.0","110","21","0","6713.0","42,963","10.8"
"4830","74","453","6.4","1581.0","116.0","1201.0","264.0","29","44","1","3730.0","23,872","5.9"
"4849","333","960","30.3","2263.0","1371.0","892.0","0.0","291","42","0","16776.0","107,368","26.0"
"4850","1950","5473","33.1","10137.0","7626.0","2511.0","0.0","1809","141","0","144066.0","922,021","223.2"
"4852","848","2277","32.9","5561.0","3752.0","1809.0","0.0","749","99","0","31934.0","204,378","47.5"
"4854","800","2393","28.7","5978.0","3262.0","2716.0","0.0","686","114","0","82967.0","530,988","123.4"
"4855","129","394","29.4","722.0","532.0","190.0","0.0","116","13","0","7246.0","46,372","10.8"
"4856","142","396","30.6","877.0","547.0","330.0","0.0","121","21","0","11229.0","71,868","16.7"
"4858","249","719","28.7","1674.0","986.0","688.0","0.0","206","43","0","17595.0","112,610","26.0"
"4859","84","214","36.9","447.0","370.0","77.0","0.0","79","5","0","1667.0","10,666","2.5"
"4860","1360","4641","24.9","9635.0","5293.0","4342.0","0.0","1154","206","0","91253.0","584,022","135.5"
"4861","198","932","18.7","1351.0","814.0","537.0","0.0","174","24","0","17478.0","111,859","25.4"
"4865","1506","3369","38.9","9444.0","6251.0","3193.0","0.0","1311","195","0","70790.0","453,055","103.0"
"4868","3280","8679","33.8","21084.0","13687.0","5787.0","1610.0","2934","341","5","136581.0","874,115","198.8"
