"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"2465","53","145","31.7","396.0","220.0","176.0","0.0","46","7","0","6722.0","43,018","9.2"
"2466","456","1162","37.3","2470.0","1860.0","610.0","0.0","433","23","0","234.0","1,497","0.3"
"2469","874","2292","35.7","4413.0","3472.0","941.0","0.0","819","55","0","62915.0","402,658","86.0"
"2470","3269","5914","51.5","18145.0","13745.0","4188.0","212.0","3044","224","1","164386.0","1,052,072","225.3"
"2471","557","1044","49.3","3032.0","2207.0","825.0","0.0","515","42","0","32051.0","205,127","43.8"
"2472","485","800","57.4","2143.0","1824.0","319.0","0.0","459","26","0","19933.0","127,571","27.3"
"2473","729","1964","35.5","3006.0","2505.0","501.0","0.0","697","32","0","21589.0","138,169","29.9"
"2474","1613","3064","49.5","7693.0","6080.0","1613.0","0.0","1517","96","0","82137.0","525,679","112.3"
"2475","49","224","19.2","322.0","197.0","125.0","0.0","43","6","0","3851.0","24,648","5.6"
"2476","112","471","21.2","655.0","453.0","202.0","0.0","100","12","0","10456.0","66,919","15.1"
"2477","3075","5534","51.4","14986.0","11427.0","3559.0","0.0","2847","228","0","122481.0","783,877","169.2"
"2478","6895","14665","44.3","35301.0","27057.0","7442.0","802.0","6490","402","3","215784.0","1,381,016","298.5"
"2479","1315","2137","53.1","7909.0","5125.0","2784.0","0.0","1134","181","0","52976.0","339,045","73.1"
"2480","10125","19630","47.9","52481.0","39307.0","12389.0","785.0","9401","722","2","399343.0","2,555,794","547.3"
"2481","2780","5437","43.8","17573.0","10537.0","6881.0","155.0","2381","398","1","107775.0","689,760","149.1"
"2482","1789","3228","50.3","9033.0","6248.0","2785.0","0.0","1624","165","0","56357.0","360,683","77.8"
"2483","2643","5123","47.5","12998.0","10153.0","2845.0","0.0","2435","208","0","78785.0","504,222","112.0"
"2484","4619","7641","55.0","24504.0","17528.0","6976.0","0.0","4200","419","0","175881.0","1,125,641","250.4"
"2485","2396","5515","40.5","12070.0","8896.0","2749.0","425.0","2236","159","1","75875.0","485,602","108.0"
"2486","7786","14017","51.7","37214.0","29327.0","7887.0","0.0","7240","546","0","208672.0","1,335,498","296.7"
"2487","3230","6232","45.4","18997.0","12688.0","6309.0","0.0","2827","403","0","88153.0","564,182","125.4"
"2488","737","1270","54.1","3731.0","3041.0","690.0","0.0","687","50","0","19021.0","121,732","27.0"
"2489","1912","3090","56.3","10081.0","7478.0","2428.0","175.0","1741","170","1","43803.0","280,341","62.3"
"2490","170","281","55.9","861.0","707.0","154.0","0.0","157","13","0","5447.0","34,860","7.7"
"2500","1883","9134","18.4","12376.0","7433.0","4788.0","155.0","1678","204","1","209106.0","1,338,281","275.7"
"2502","1038","4451","21.6","5878.0","4326.0","1552.0","0.0","960","78","0","68071.0","435,657","89.6"
"2505","438","1786","22.0","2799.0","1694.0","973.0","132.0","393","44","1","135169.0","865,079","181.8"
"2506","618","2838","20.2","3584.0","2599.0","845.0","140.0","573","44","1","35025.0","224,163","46.1"
"2508","874","2838","27.9","4934.0","3502.0","1432.0","0.0","793","81","0","59801.0","382,727","78.8"
"2515","1347","4111","30.9","6462.0","5334.0","1128.0","0.0","1269","78","0","56525.0","361,758","74.3"
"2516","717","2065","31.5","4351.0","3060.0","1091.0","200.0","651","65","1","31517.0","201,708","41.5"
"2517","1319","4529","27.2","7119.0","5500.0","1369.0","250.0","1231","87","1","65927.0","421,934","86.8"
"2518","1629","8378","18.0","8703.0","6498.0","2205.0","0.0","1506","123","0","98060.0","627,587","129.1"
"2519","1382","6683","19.0","8018.0","5822.0","2196.0","0.0","1273","109","0","89987.0","575,920","118.6"
"2525","1268","4307","27.4","6909.0","5639.0","1270.0","0.0","1180","88","0","55311.0","353,990","72.7"
"2526","1918","5497","31.2","13773.0","8166.0","5357.0","250.0","1716","201","1","140641.0","900,100","187.3"
"2527","3559","8171","39.7","21196.0","15958.0","5238.0","0.0","3242","317","0","134199.0","858,876","177.0"
"2528","2207","9529","22.1","11074.0","8830.0","1930.0","314.0","2104","102","1","117777.0","753,770","154.9"
"2529","3313","11280","27.0","19974.0","14340.0","4101.0","1533.0","3049","262","2","152758.0","977,654","201.0"
"2530","4929","13167","35.0","26700.0","21769.0","4931.0","0.0","4607","322","0","180533.0","1,155,410","237.5"
"2533","2367","6558","33.4","12972.0","10108.0","2864.0","0.0","2193","174","0","99796.0","638,696","131.2"
"2534","854","2671","28.9","4823.0","3287.0","1367.0","169.0","773","80","1","46957.0","300,523","61.7"
"2535","1484","3665","36.2","8625.0","6014.0","2392.0","219.0","1326","157","1","83163.0","532,240","109.2"
"2536","3137","10858","27.2","17274.0","13222.0","3812.0","240.0","2957","179","1","167034.0","1,069,018","215.5"
"2537","2429","7248","31.8","12235.0","9734.0","2501.0","0.0","2302","127","0","129543.0","829,072","167.1"
"2538","481","1168","37.4","2666.0","1961.0","705.0","0.0","437","44","0","28340.0","181,375","36.5"
"2539","3616","12229","27.8","19350.0","15628.0","3218.0","504.0","3404","211","1","173098.0","1,107,826","223.3"
"2540","7884","26439","27.6","45506.0","32049.0","9531.0","3926.0","7296","587","1","422372.0","2,703,180","545.2"
"2541","3566","12382","26.1","21783.0","14452.0","6829.0","502.0","3230","334","2","220687.0","1,412,395","285.6"
"2545","233","595","37.5","1065.0","909.0","156.0","0.0","223","10","0","15327.0","98,090","19.8"
"2546","1762","5761","29.2","8495.0","6646.0","1664.0","185.0","1681","80","1","95148.0","608,949","122.8"
"2548","1334","4446","28.6","6218.0","5107.0","1111.0","0.0","1273","61","0","61393.0","392,913","79.2"
"2549","718","2158","31.0","3548.0","2676.0","872.0","0.0","670","48","0","44359.0","283,900","57.4"
"2550","3385","8088","39.8","15498.0","12040.0","3199.0","259.0","3223","161","1","189669.0","1,213,881","244.8"
